Well	Media	strainMutantId	Background	Mutant	Condition_1	Concentration_1	Units_1	Condition_2	Concentration_2	Units_2	Condition_3	Concentration_3	Units_3	s0	s900	s1800	s2700	s3600	s4500	s5400	s6300	s7200	s8100	s9000	s9900	s10800	s11700	s12600	s13500	s14400	s15300	s16200	s17100	s18000	s18900	s19800	s20700	s21600	s22500	s23400	s24300	s25200	s26100	s27000	s27900	s28800	s29700	s30600	s31500	s32400	s33300	s34200	s35100	s36000	s36900	s37800	s38700	s39600	s40500	s41400	s42300	s43200	s44100	s45000	s45900	s46800	s47700	s48600	s49500	s50400	s51300	s52200	s53100	s54000	s54900	s55800	s56700	s57600	s58500	s59400	s60300	s61200	s62100	s63000	s63900	s64800	s65700	s66600	s67500	s68400	s69300	s70200	s71100	s72000	s72900	s73800	s74700	s75600	s76500	s77400	s78300	s79200	s80100	s81000	s81900	s82800	s83700	s84600	s85500	s86400	s87300	s88200	s89100	s90000	s90900	s91800	s92700	s93600	s94500	s95400	s96300	s97200	s98100	s99000	s99900	s100800	s101700	s102600	s103500	s104400	s105300	s106200	s107100	s108000	s108900	s109800	s110700	s111600	s112500	s113400	s114300	s115200	s116100	s117000	s117900	s118800	s119700	s120600	s121500	s122400	s123300	s124200	s125100	s126000	s126900	s127800	s128700	s129600	s130500	s131400	s132300	s133200	s134100	s135000	s135900	s136800	s137700	s138600	s139500	s140400	s141300	s142200	s143100	s144000	s144900	s145800	s146700	s147600	s148500	s149400	s150300	s151200	s152100	s153000	s153900	s154800	s155700	s156600	s157500	s158400	s159300	s160200	s161100	s162000	s162900	s163800	s164700	s165600	s166500	s167400	s168300	s169200	s170100	s171000	s171900	s172800	s173700	s174600	s175500	s176400	s177300	s178200	s179100	s180000	s180900	s181800	s182700	s183600	s184500	s185400	s186300	s187200	s188100	s189000	s189900	s190800	s191700	s192600	s193500	s194400	s195300	s196200	s197100	s198000	s198900	s199800	s200700	s201600	s202500	s203400	s204300	s205200	s206100	s207000	s207900	s208800	s209700	s210600	s211500	s212400	s213300	s214200	s215100	s216000	s216900	s217800	s218700	s219600	s220500	s221400	s222300	s223200	s224100	s225000	s225900	s226800	s227700	s228600	s229500	s230400	s231300	s232200	s233100	s234000	s234900
F07	RCH2_defined_noCarbon	139563	fluoroDangl	wt	l-tyrosine disodium salt	20.0	mM							0.105	0.1147	0.1159	0.1188	0.1155	0.1191	0.1193	0.1194	0.1185	0.1277	0.1224	0.122	0.1182	0.1262	0.1227	0.1206	0.1204	0.1194	0.1217	0.129	0.1177	0.1237	0.1194	0.1256	0.1228	0.1205	0.1219	0.1206	0.1208	0.121	0.1193	0.1212	0.1232	0.1211	0.1258	0.1461	0.2896	0.3914	0.4225	0.3996	0.4231	0.4587	0.4594	0.4823	0.4364	0.4658	0.5024	0.4793	0.5523	0.4848	0.5207	0.4965	0.536	0.507	0.5371	0.4951	0.5428	0.5008	0.5918	0.5323	0.557	0.5328	0.5585	0.5967	0.5364	0.5943	0.5809	0.6109	0.6261	0.59	0.5658	0.6139	0.5887	0.598	0.5949	0.5497	0.5913	0.5606	0.6184	0.6164	0.6222	0.6032	0.5595	0.5417	0.5797	0.5548	0.6022	0.5755	0.5852	0.5806	0.5642	0.5858	0.5566	0.5873	0.5762	0.5894	0.5663	0.6004	0.5622	0.6088	0.5871	0.6239	0.5792	0.5883	0.5683	0.5576	0.5645	0.5865	0.5717	0.5904	0.5794	0.5956	0.5971	0.5903	0.5721	0.5991	0.5901	0.5941	0.5702	0.6111	0.5908	0.6175	0.6213	0.5891	0.5892	0.604	0.5874	0.6175	0.5862	0.6125	0.6187	0.6107	0.5885	0.6125	0.572	0.6014	0.5738	0.5936	0.6007	0.6006	0.5894	0.6096	0.6048	0.6128	0.6325	0.605	0.591	0.6408	0.6424	0.6416	0.6162	0.606	0.608	0.6161	0.6273	0.6015	0.6073	0.6029	0.6062	0.6031	0.6019	0.6043	0.6263	0.6183	0.6512	0.635	0.6551	0.6735	0.6663	0.6765	0.6817	0.6683	0.6601	0.6789	0.6481	0.6511	0.6551	0.6486	0.6474	0.6521	0.6653	0.6683	0.6497	0.6479	0.6626	0.6616	0.6676	0.6762	0.6493	0.6346	0.6364	0.6709	0.6583	0.6599	0.6421	0.6627	0.6677	0.6342	0.6639	0.6725	0.6113	0.6305	0.6448	0.6282	0.6621	0.6867	0.6712	0.6433	0.6444	0.6358	0.6392	0.6224	0.6627	0.6682	0.6623	0.6627	0.6289	0.6258	0.6408	0.6518	0.6581	0.6693	0.6306	0.6802	0.6995	0.7063	0.6965	0.6929	0.6985	0.7035	0.7038	0.6744	0.7062	0.7209	0.7104	0.7189	0.6974	0.7199	0.756	0.7804	0.7347	0.7477	0.7377	0.7399	0.7387	0.7479	0.7613	0.7958	0.78	0.8299	0.8562	0.8027	0.7807	0.7853	0.7946	0.7916	0.8147	0.8258	0.8253	0.7804	0.8303	0.8285
